species,PCA_1,PCA_2,LinDA_1,LinDA_2,Isomap_1,Isomap_2
setosa,-2.2647028088075887,0.48002659652098995,8.061799783002677,-0.3004206213787801,5.205122853718061,-0.1612739764034693
setosa,-2.0809611519657674,-0.6741335566053527,7.12868772069947,0.7866604257258272,3.993635806045287,-0.0863695598131081
setosa,-2.3642290538903006,-0.3419080238846759,7.489827971342448,0.2653844875665936,4.348610220539304,-0.08491565363728014
setosa,-2.2993842170427077,-0.5973945076746754,6.813200569233491,0.6706310679260088,4.055820690516954,-0.06434203869304173
setosa,-2.389842166313845,0.6468353829020278,8.132309325546077,-0.5144625299569279,5.4637320293725615,-0.17194705833190932
setosa,-2.0756309481765127,1.489177523321168,7.70194674432533,-1.4617209674929745,6.5560163951693236,-0.21273237972017314
setosa,-2.444028835134153,0.04764419763001466,7.212617624215362,-0.35583620877273336,4.783126833008951,-0.10576249597517835
setosa,-2.232847158872015,0.22314807268959236,7.6052935464498965,0.01163383797769744,4.93987002326926,-0.14990686989937532
setosa,-2.334640477907621,-1.1153276754616663,6.5605515927964655,1.0151636236301482,3.517952668946076,-0.028484900636758684
setosa,-2.184328174933942,-0.46901356140237543,7.343059892797603,0.9473192085611966,4.242903351367682,-0.09580617316414443
setosa,-2.166310100701323,1.0436906530538608,8.397386523666302,-0.6473633919706152,6.01071048030871,-0.19005689394493858
setosa,-2.3261308664426985,0.13307833523923207,7.219296852440518,0.10964638875602593,5.0326837942467835,-0.1278539967208913
setosa,-2.218450898822409,-0.7286761653165706,7.326795987357179,1.0729894259117971,4.05749439280657,-0.06886209386876854
setosa,-2.633100695765228,-0.9615067291701629,7.572470662892708,0.8054641373414615,3.806232709705333,0.005759356718016101
setosa,-2.198740603266691,1.860057113293933,9.84984299755124,-1.5859369849277398,7.011566000305685,-0.2261699870564494
setosa,-2.262214531601023,2.686284485110594,9.158238901967493,-2.737596471491155,7.750251095153477,-0.258037094733651
setosa,-2.2075876958245932,1.4836093631555738,8.58243140655004,-1.8344894515047268,6.550282547835574,-0.21288161402196276
setosa,-2.1903495091922993,0.4888383164863283,7.7807537521183665,-0.5843394066770546,5.235341325632847,-0.1589224376394829
setosa,-1.8985719958028429,1.4050187944665506,8.078358761119441,-0.9685807033919427,6.443395001093161,-0.20063548171529386
setosa,-2.3433690530749938,1.127849381908477,8.020974506872191,-1.1405036560716457,6.096499283419006,-0.19529309868367656
setosa,-1.914322996082568,0.40885570775590696,7.4968022722439445,0.1883772204327909,5.295089898643836,-0.12839779151736197
setosa,-2.207012843194799,0.9241214267468991,7.586481169217881,-1.207970317904078,5.834125834929058,-0.18550229195195153
setosa,-2.7743447029273325,0.4583436677529162,8.681042930864383,-0.877590154417897,5.315622767703977,-0.13222549307280024
setosa,-1.8186695286958494,0.08555852628736653,6.25140358014121,-0.43969636733310274,5.117072747580591,-0.12629531730173418
setosa,-2.2271633057066387,0.13725445536342765,6.558933355771987,0.3892227517648392,5.1757646817544725,-0.11796313512548376
setosa,-1.9518463309003757,-0.6256185877766763,6.771383153813715,0.9706344528440076,4.090325716918956,-0.06936881992277266
setosa,-2.0511513727294157,0.24216355266166764,6.8230803191251,-0.4630116116159145,5.191672674808958,-0.14313333747271145
setosa,-2.168577174654217,0.5271495253082681,7.924616381673099,-0.20963871526353753,5.22188986532163,-0.1558713278080194
setosa,-2.1395634513013317,0.31321781013995253,7.991290240459276,-0.08637871280063193,5.029998925844685,-0.14724416993367306
setosa,-2.2652614931542403,-0.3377319037604803,6.829464474673916,0.5449608505754073,4.307121622125266,-0.06030356689911915
